alert,alertRef,attack,confidence,cweid,description,evidence,id,inputVector,messageId,method,name,other,param,pluginId,reference,risk,solution,sourceMessageId,sourceid,tags,url,wascid
Cookie without SameSite Attribute,10054-1,,Medium,1275,"A cookie has been set without the SameSite attribute, which means that the cookie can be sent as a result of a 'cross-site' request. The SameSite attribute is an effective counter measure to cross-site request forgery, cross-site script inclusion, and timing attacks.",Set-Cookie: PHPSESSID,31,,19,GET,Cookie without SameSite Attribute,,PHPSESSID,10054,https://tools.ietf.org/html/draft-ietf-httpbis-cookie-same-site,Low,Ensure that the SameSite attribute is set to either 'lax' or ideally 'strict' for all cookies.,19,3,"{'OWASP_2021_A01': 'https://owasp.org/Top10/A01_2021-Broken_Access_Control/', 'POLICY_QA_STD': '', 'WSTG-v42-SESS-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/06-Session_Management_Testing/02-Testing_for_Cookies_Attributes', 'POLICY_PENTEST': '', 'CWE-1275': 'https://cwe.mitre.org/data/definitions/1275.html', 'OWASP_2017_A05': 'https://owasp.org/www-project-top-ten/2017/A5_2017-Broken_Access_Control.html', 'POLICY_DEV_STD': ''}",http://dvwa,13
Authentication Request Identified,10111,,High,-1,"The given request has been identified as an authentication request. The 'Other Info' field contains a set of key=value lines which identify any relevant fields. If the request is in a context which has an Authentication Method set to ""Auto-Detect"" then this rule will change the authentication to match the request identified.",password,34,,34,POST,Authentication Request Identified,"userParam=Login
userValue=Login
passwordParam=password
referer=http://dvwa/login.php",Login,10111,https://www.zaproxy.org/docs/desktop/addons/authentication-helper/auth-req-id/,Informational,This is an informational alert rather than a vulnerability and so there is nothing to fix.,34,3,{},http://dvwa/login.php,-1
Cookie No HttpOnly Flag,10010,,Medium,1004,"A cookie has been set without the HttpOnly flag, which means that the cookie can be accessed by JavaScript. If a malicious script can be run on this page then the cookie will be accessible and can be transmitted to another site. If this is a session cookie then session hijacking may be possible.",Set-Cookie: PHPSESSID,35,,23,GET,Cookie No HttpOnly Flag,,PHPSESSID,10010,https://owasp.org/www-community/HttpOnly,Low,Ensure that the HttpOnly flag is set for all cookies.,23,3,"{'CWE-1004': 'https://cwe.mitre.org/data/definitions/1004.html', 'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'WSTG-v42-SESS-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/06-Session_Management_Testing/02-Testing_for_Cookies_Attributes', 'POLICY_PENTEST': '', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html', 'POLICY_DEV_STD': ''}",http://dvwa/login.php,13
Session Management Response Identified,10112,,High,-1,"The given response has been identified as containing a session management token. The 'Other Info' field contains a set of header tokens that can be used in the Header Based Session Management Method. If the request is in a context which has a Session Management Method set to ""Auto-Detect"" then this rule will change the session management to use the tokens identified.",PHPSESSID,39,,34,POST,Session Management Response Identified,cookie:PHPSESSID,PHPSESSID,10112,https://www.zaproxy.org/docs/desktop/addons/authentication-helper/session-mgmt-id,Informational,This is an informational alert rather than a vulnerability and so there is nothing to fix.,34,3,{},http://dvwa/login.php,-1
Cookie without SameSite Attribute,10054-1,,Medium,1275,"A cookie has been set without the SameSite attribute, which means that the cookie can be sent as a result of a 'cross-site' request. The SameSite attribute is an effective counter measure to cross-site request forgery, cross-site script inclusion, and timing attacks.",Set-Cookie: security,40,,19,GET,Cookie without SameSite Attribute,,security,10054,https://tools.ietf.org/html/draft-ietf-httpbis-cookie-same-site,Low,Ensure that the SameSite attribute is set to either 'lax' or ideally 'strict' for all cookies.,19,3,"{'OWASP_2021_A01': 'https://owasp.org/Top10/A01_2021-Broken_Access_Control/', 'POLICY_QA_STD': '', 'WSTG-v42-SESS-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/06-Session_Management_Testing/02-Testing_for_Cookies_Attributes', 'POLICY_PENTEST': '', 'CWE-1275': 'https://cwe.mitre.org/data/definitions/1275.html', 'OWASP_2017_A05': 'https://owasp.org/www-project-top-ten/2017/A5_2017-Broken_Access_Control.html', 'POLICY_DEV_STD': ''}",http://dvwa,13
"Server Leaks Version Information via ""Server"" HTTP Response Header Field",10036,,High,497,"The web/application server is leaking version information via the ""Server"" HTTP response header. Access to such information may facilitate attackers identifying other vulnerabilities your web/application server is subject to.",Apache/2.4.25 (Debian),43,,19,GET,"Server Leaks Version Information via ""Server"" HTTP Response Header Field",,,10036,"https://httpd.apache.org/docs/current/mod/core.html#servertokens
https://learn.microsoft.com/en-us/previous-versions/msp-n-p/ff648552(v=pandp.10)
https://www.troyhunt.com/shhh-dont-let-your-response-headers/",Low,"Ensure that your web server, application server, load balancer, etc. is configured to suppress the ""Server"" header or provide generic details.",19,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html', 'WSTG-v42-INFO-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/01-Information_Gathering/02-Fingerprint_Web_Server', 'CWE-497': 'https://cwe.mitre.org/data/definitions/497.html'}",http://dvwa,13
Cookie No HttpOnly Flag,10010,,Medium,1004,"A cookie has been set without the HttpOnly flag, which means that the cookie can be accessed by JavaScript. If a malicious script can be run on this page then the cookie will be accessible and can be transmitted to another site. If this is a session cookie then session hijacking may be possible.",Set-Cookie: security,45,,23,GET,Cookie No HttpOnly Flag,,security,10010,https://owasp.org/www-community/HttpOnly,Low,Ensure that the HttpOnly flag is set for all cookies.,23,3,"{'CWE-1004': 'https://cwe.mitre.org/data/definitions/1004.html', 'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'WSTG-v42-SESS-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/06-Session_Management_Testing/02-Testing_for_Cookies_Attributes', 'POLICY_PENTEST': '', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html', 'POLICY_DEV_STD': ''}",http://dvwa/login.php,13
Session Management Response Identified,10112,,Medium,-1,"The given response has been identified as containing a session management token. The 'Other Info' field contains a set of header tokens that can be used in the Header Based Session Management Method. If the request is in a context which has a Session Management Method set to ""Auto-Detect"" then this rule will change the session management to use the tokens identified.",PHPSESSID,46,,19,GET,Session Management Response Identified,cookie:PHPSESSID,PHPSESSID,10112,https://www.zaproxy.org/docs/desktop/addons/authentication-helper/session-mgmt-id,Informational,This is an informational alert rather than a vulnerability and so there is nothing to fix.,19,3,{},http://dvwa,-1
Cookie without SameSite Attribute,10054-1,,Medium,1275,"A cookie has been set without the SameSite attribute, which means that the cookie can be sent as a result of a 'cross-site' request. The SameSite attribute is an effective counter measure to cross-site request forgery, cross-site script inclusion, and timing attacks.",Set-Cookie: PHPSESSID,48,,23,GET,Cookie without SameSite Attribute,,PHPSESSID,10054,https://tools.ietf.org/html/draft-ietf-httpbis-cookie-same-site,Low,Ensure that the SameSite attribute is set to either 'lax' or ideally 'strict' for all cookies.,23,3,"{'OWASP_2021_A01': 'https://owasp.org/Top10/A01_2021-Broken_Access_Control/', 'POLICY_QA_STD': '', 'WSTG-v42-SESS-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/06-Session_Management_Testing/02-Testing_for_Cookies_Attributes', 'POLICY_PENTEST': '', 'CWE-1275': 'https://cwe.mitre.org/data/definitions/1275.html', 'OWASP_2017_A05': 'https://owasp.org/www-project-top-ten/2017/A5_2017-Broken_Access_Control.html', 'POLICY_DEV_STD': ''}",http://dvwa/login.php,13
Cookie without SameSite Attribute,10054-1,,Medium,1275,"A cookie has been set without the SameSite attribute, which means that the cookie can be sent as a result of a 'cross-site' request. The SameSite attribute is an effective counter measure to cross-site request forgery, cross-site script inclusion, and timing attacks.",Set-Cookie: security,50,,23,GET,Cookie without SameSite Attribute,,security,10054,https://tools.ietf.org/html/draft-ietf-httpbis-cookie-same-site,Low,Ensure that the SameSite attribute is set to either 'lax' or ideally 'strict' for all cookies.,23,3,"{'OWASP_2021_A01': 'https://owasp.org/Top10/A01_2021-Broken_Access_Control/', 'POLICY_QA_STD': '', 'WSTG-v42-SESS-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/06-Session_Management_Testing/02-Testing_for_Cookies_Attributes', 'POLICY_PENTEST': '', 'CWE-1275': 'https://cwe.mitre.org/data/definitions/1275.html', 'OWASP_2017_A05': 'https://owasp.org/www-project-top-ten/2017/A5_2017-Broken_Access_Control.html', 'POLICY_DEV_STD': ''}",http://dvwa/login.php,13
Session Management Response Identified,10112,,Medium,-1,"The given response has been identified as containing a session management token. The 'Other Info' field contains a set of header tokens that can be used in the Header Based Session Management Method. If the request is in a context which has a Session Management Method set to ""Auto-Detect"" then this rule will change the session management to use the tokens identified.",PHPSESSID,53,,23,GET,Session Management Response Identified,cookie:PHPSESSID,PHPSESSID,10112,https://www.zaproxy.org/docs/desktop/addons/authentication-helper/session-mgmt-id,Informational,This is an informational alert rather than a vulnerability and so there is nothing to fix.,23,3,{},http://dvwa/login.php,-1
Directory Browsing,0,http://dvwa/dvwa/,Medium,548,"It is possible to view the directory listing. Directory listing may reveal hidden scripts, include files, backup source files, etc. which can be accessed to read sensitive information.",Parent Directory,54,,1851,GET,Directory Browsing,,,0,https://httpd.apache.org/docs/mod/core.html#options,Medium,"Disable directory browsing. If this is required, make sure the listed files does not induce risks.",1851,1,"{'OWASP_2021_A01': 'https://owasp.org/Top10/A01_2021-Broken_Access_Control/', 'POLICY_API': '', 'POLICY_QA_STD': '', 'POLICY_QA_FULL': '', 'CWE-548': 'https://cwe.mitre.org/data/definitions/548.html', 'POLICY_PENTEST': '', 'OWASP_2017_A05': 'https://owasp.org/www-project-top-ten/2017/A5_2017-Broken_Access_Control.html'}",http://dvwa/dvwa/,48
Directory Browsing,0,http://dvwa/dvwa/css/,Medium,548,"It is possible to view the directory listing. Directory listing may reveal hidden scripts, include files, backup source files, etc. which can be accessed to read sensitive information.",Parent Directory,55,,1853,GET,Directory Browsing,,,0,https://httpd.apache.org/docs/mod/core.html#options,Medium,"Disable directory browsing. If this is required, make sure the listed files does not induce risks.",1853,1,"{'OWASP_2021_A01': 'https://owasp.org/Top10/A01_2021-Broken_Access_Control/', 'POLICY_API': '', 'POLICY_QA_STD': '', 'POLICY_QA_FULL': '', 'CWE-548': 'https://cwe.mitre.org/data/definitions/548.html', 'POLICY_PENTEST': '', 'OWASP_2017_A05': 'https://owasp.org/www-project-top-ten/2017/A5_2017-Broken_Access_Control.html'}",http://dvwa/dvwa/css/,48
Directory Browsing,0,http://dvwa/dvwa/images/,Medium,548,"It is possible to view the directory listing. Directory listing may reveal hidden scripts, include files, backup source files, etc. which can be accessed to read sensitive information.",Parent Directory,56,,1860,GET,Directory Browsing,,,0,https://httpd.apache.org/docs/mod/core.html#options,Medium,"Disable directory browsing. If this is required, make sure the listed files does not induce risks.",1860,1,"{'OWASP_2021_A01': 'https://owasp.org/Top10/A01_2021-Broken_Access_Control/', 'POLICY_API': '', 'POLICY_QA_STD': '', 'POLICY_QA_FULL': '', 'CWE-548': 'https://cwe.mitre.org/data/definitions/548.html', 'POLICY_PENTEST': '', 'OWASP_2017_A05': 'https://owasp.org/www-project-top-ten/2017/A5_2017-Broken_Access_Control.html'}",http://dvwa/dvwa/images/,48
